Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Title or keywords related to the innovative policy, practice, program, or outcome","A brief description of the innovative policy, practice, program, or outcome",A brief description of any positive measurable outcomes associated with the innovation (if not ...,Provide affirmation that the following statements are true:,"The innovation describes a new, extraordinary, unique, ground-breaking, or uncommon outcome, ...","This innovation (program, policy, or outcome) is not already covered by an existing STARS credit or ...","The innovative practice, policy, program, or outcome has occurred within the past three years","The institution has not previously received a STARS innovation credit for this specific practice, ...",A letter of affirmation from an individual with relevant expertise,Which of the following STARS subcategories does the innovation most closely relate to? (Select all ...,Does the innovation relate to Curriculum?,Does the innovation relate to Research?,Does the innovation relate to Campus Engagement?,Does the innovation relate to Public Engagement?,Does the innovation relate to Air & Climate?,Does the innovation relate to Buildings?,Does the innovation relate to Dining Services?,Does the innovation relate to Energy?,Does the innovation relate to Grounds?,Does the innovation relate to Purchasing?,Does the innovation relate to Transportation?,Does the innovation relate to Waste?,Does the innovation relate to Water?,"Does the innovation relate to Coordination, Planning & Governance?",Does the innovation relate to Diversity & Affordability?,"Does the innovation relate to Health, Wellbeing & Work?",Does the innovation relate to Investment?,Other topic(s) that the innovation relates to that are not listed above,The website URL where information about the innovation is available,Public Notes
"University of Illinois, Urbana-Champaign",2016-03-23,2016-03-23 09:19:20,spauldng@illinois.edu,2.0,Pursuing,Sale of Carbon Credits,"The University of Illinois at Urbana-Champaign, which has dramatically reduced its carbon dioxide emissions in the past several years, is selling an estimated 150,000 metric tons of certified carbon credits to Chevrolet, which is retiring them on behalf of the environment. Between the funding from Chevrolet and matching funds provided by campus leadership, the final amount allocated for new reductions in carbon emissions is likely to exceed $1 million.","The funds will be held at the campus level, and iSEE will work with F&S to allocate them. They will be earmarked to enable additional projects that will further drive down carbon emissions on campus. We want to go the next mile in our iCAP goals.",**,True,True,True,True,http://stars.aashe.org/media/secure/433/6/584/3278/Letter%20of%20Support%20UIUC%20Sierra%20Club.pdf,**,--,--,True,--,True,--,--,True,--,--,--,--,--,--,--,--,True,--,http://sustainability.illinois.edu/campus-to-drive-future-greenhouse-gas-emissions-reductions-with-2014-sale-of-carbon-credits-to-chevrolet/,--
University of Louisville,2016-02-13,2016-02-13 03:02:56,justin.mog@louisville.edu,2.0,Pursuing,University of Louisville's Leigh Ann Conn Prize for Renewable Energy,"The University of Louisville created the Leigh Ann Conn Prize for Renewable Energy in 2012. This biannual award is intended to spur interest and innovation in renewable energy by acknowledging, publicizing and disseminating outstanding ideas and achievements in research related to the science, engineering, technology and commercialization of renewable energy. Nominations may address a wide range of topics involving renewable energy and energy efficiency with a demonstrated or clear potential global impact. The award is designed to recognize and reward the impact of specific ideas or achievements, rather than a lifetime of achievements in the field.

The Leigh Ann Conn Prize in Renewable Energy consists of the award of a medal and a cash prize of $50,000. The prize is awarded biannually on odd numbered years, with the winners invited to speak about their work at free public lectures on UofL's campus. The prize was established in 2012 by UofL alumnus Hank Conn and his wife Rebecca in memory of their daughter, Leigh Ann.

Ideas eligible for nomination may have an individual author or multiple authors; however, the total cash prize would be shared in the case of multiple authors. The competition does not limit the format in which the idea or achievement appears. Consideration is given to documentation appearing in printed books and monographs, articles published in scholarly journals, technological advances, software, research reports, conference presentations, patent documents or other widely and publicly disseminated forms. Consistent with the intent of prize benefactors, Hank and Rebecca Conn, the award is not given posthumously.

In November 2015, it was announced that world-renowned chemist Daniel Nocera, the Patterson Rookwood Professor of Energy at Harvard University, had won the 2015 Leigh Ann Conn Prize for Renewable Energy from the University of Louisville, which recognizes outstanding renewable energy ideas and achievements with proven global impact.

Nocera is recognized for two energy storage creations. The first is his “Artificial Leaf,” a renewable energy device that synthetically duplicates the direct solar-to-fuel steps of photosynthesis, the process by which plants use sunlight to split water into hydrogen and oxygen to create fuel for themselves. The Artificial Leaf was named Innovation of the Year for 2011 by Time magazine.

The second is a low cost, rechargeable “flow” battery for scalable centralized (grid) and distributed (microgrid) energy storage at the megawatt-hour (MWh) scale. Nocera’s innovations address the storage of energy until needed, the most critical challenge of widespread implementation of renewables.

In August 2014, Lockheed Martin purchased the assets of his company, Sun Catalytix, including the associated flow battery invention, and is fast-tracking this technology at the MWh scale under the new venture Lockheed Martin Advanced Energy Storage, LLC. The energy storage cost using Nocera’s flow battery is half that of traditionally used vanadium-based flow batteries.

In March 2016, Dr. Nocera will give a free public talk in Louisville about his winning work. He will receive the Conn Prize medal and $50,000 award at the formal Leigh Ann Conn Prize Laureate ceremony. UofL President James Ramsey, who will confer the award, said “Dr. Nocera is a world class scientist addressing the grand challenges of making energy conversion and storage more efficient and economically viable. The University of Louisville values his research, and we are proud that he is the 2015 winner of the Leigh Ann Conn Prize.”

The prize, managed by UofL’s Conn Center for Renewable Energy Research at the J.B. Speed School of Engineering, is named for the late daughter of Hank and Rebecca Conn, who are center supporters and the prize benefactors. “Dr. Nocera is an astute global thinker working to bring energy to the world, especially in developing nations,” Hank Conn said. “This battery technology shows vision arising from highly diverse, yet targeted expertise. His work parallels the initiatives and scientific endeavors at UofL’s Conn Center.”

The inaugural prize was won in 2013 by Swiss chemist Dr. Michael Graetzel, developer of a new solar cell that is easier and less costly to produce than silicon-based cells. Graetzel, professor and director of the Laboratory of Photonics and Interfaces at the École polytechnique fédérale de Lausanne, is recognized for merging nanoscience with photoconversion by developing the dye-sensitized solar cell, known as the “Graetzel cell.” These cells convert sunlight into electricity using earth-abundant materials at efficiencies exceeding thin-film silicon-based cells; however, production costs are dramatically lower. Mass production began in 2009. 

“Recognizing renewable energy innovations of such high caliber is a wonderful way to memorialize Leigh Ann,” Hank Conn said. “We are excited because the science is proven and it’s being translated into the world. The choice of Michael Graetzel mirrors the work conducted at the Conn Center and reinforces everything we’ve strived for these past five years. She would be proud.”",,**,True,True,True,True,http://stars.aashe.org/media/secure/77/6/584/3278/Innovation%20Letter%20of%20Affirmation%20-%20Conn%20Prize.pdf,**,--,True,True,True,--,--,--,True,--,--,--,--,--,--,--,--,--,--,http://leighannconnprize.com/,--
"University of Maryland, College Park",2016-03-23,2016-03-23 15:56:07,sdeleon@umd.edu,2.0,Pursuing,The Partnership for Action Learning in Sustainability (PALS),"The Partnership for Action Learning in Sustainability (PALS) is administered by the National Center for Smart Growth at the University of Maryland, College Park (UMD). It is a campus-wide initiative that harnesses the expertise of UMD faculty and the energy and ingenuity of UMD students to help Maryland communities become more environmentally, economically, and socially sustainable. PALS is designed to provide innovative, low-cost assistance to local governments while creating real-world problem-solving experiences for University of Maryland graduate and undergraduate students. 

The wide range of disciplines collaborating through PALS allows the partnering jurisdiction to address many real-world challenges. Faculty, who volunteer for the PALS program because of their interest and commitment to action learning, incorporate the jurisdiction’s specific issues as part of their course’s applied exercise. Students then get to put classroom concepts and inventive thinking to work to complete these sustainability-focused projects while working with a real client and producing a useful product for the partner city or county.",,**,True,True,True,True,http://stars.aashe.org/media/secure/471/6/584/3278/PALS_Innovation.docx,**,True,True,--,True,--,--,--,--,--,--,--,--,--,--,--,--,--,"Service Learning, Public Policy",http://smartgrowth.umd.edu/PALS,"We are still in the process of deciding which programs we will use for our next public STARS Report. Once we have made a final decision that this program will be included, we will seek a letter of affirmation from an expert external to UMD."
University of Massachusetts Amherst,2015-12-17,2015-12-17 14:45:34,esmall@facil.umass.edu,2.0,Pursuing,The Massachusetts Green High Performance Computing Center (MGHPCC),"The Massachusetts Green High Performance Computing Center (MGHPCC) is a data center dedicated to research computing. It is operated by five of the most research-intensive universities in Massachusetts: Boston University, Harvard University, MIT, Northeastern University, and the University of Massachusetts. It serves the growing research computing needs of the five founding universities as well as other research institutions.

The building, located in Holyoke, MA is a LEED Platinum certified data center dedicated to providing high performance computing capacity to researchers at UMass Amherst and four other research-intensive universities in Massachusetts.  Designed to 25% less energy than typical data centers, the MGHPCC is available for faculty use for computationally intensive research.  ","The building has a 43% reduction in energy costs compared to the baseline ASHRAE standard.  It has a 30% reduction in CO2 emissions. It has a 44% reduction in lighting power density for building exteriors below the baseline, and 97% of its construction waste was diverted from a landfill.",**,True,True,True,True,http://stars.aashe.org/media/secure/93/6/584/3278/Innovation3_Letter_CMisra.pdf,**,--,True,--,--,--,True,--,True,True,--,--,True,--,--,--,--,--,--,http://www.mghpcc.org/,--
University of Massachusetts Lowell,2016-02-04,2016-02-04 11:33:10,Tyler_Arrigo@uml.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Michigan,2016-01-11,2016-01-11 15:37:42,ahorning@umich.edu,2.0,Pursuing,Dow Sustainability Fellows Program ,"This groundbreaking university-wide program supports 75 outstanding fellows per year at the Masters, Doctoral, and Postdoctoral levels. The program is administered by the Graham Institute on behalf of the U-M Provost. Representing 12 of U-M's 19 Schools & Colleges, Dow Sustainability Fellows participate in monthly workshops and cohort-building activities to enhance their sustainability knowledge by sharing perspectives across multiple disciplines. The program also includes an annual Distinguished Awards competition to foster high-impact sustainability collaborations across the University of Michigan. Please vist U-M's Planet Blue website to learn more about the landmark Dow Sustainability Fellows Program. ",,**,True,True,True,True,http://stars.aashe.org/media/secure/344/6/584/3278/STARS%20Support%20Letter%2C%20Dow%20Program.pdf,**,True,True,True,--,True,--,--,--,--,--,--,True,--,--,--,--,--,--,http://sustainability.umich.edu/dow,--
"University of Minnesota, Duluth",2016-02-26,2016-02-26 14:48:17,mgranley@d.umn.edu,2.0,Pursuing,Champ's Cupboard,"Champ's Cupboard is UMD's version of a food shelf for students who may be struggling.  Students can pick from a variety of non-perishable items including rice, pastas, soups, sauces, and vegetables. Students can also choose from toiletries such as shampoos, soaps, diapers, and bedding. The Cupboard is a closet in Kirby Plaza 245, open to any student with a campus ID, and offers relief to those who struggle with the financial woes of college.","Visits to Champ's Cupboard- and number of original users- are tracked.  In the first school year open, the Cupboard was visited 66 times in the first year, and 114 times in the second year. ",**,True,True,True,True,http://stars.aashe.org/media/secure/112/6/584/3278/STARS_innovation2016_Champs.pdf,**,--,--,True,--,--,--,--,--,--,--,--,True,--,--,True,True,--,--,https://www.facebook.com/Champs-Cupboard-383973581731487/,--
"University of Minnesota, Morris",2016-02-24,2016-02-24 11:28:59,good0044@morris.umn.edu,2.0,Pursuing,Integrating SNAP/EBT into the Morris Area Farmers Market,"In the last two years Morris has integrated electronic business transfer (EBT) payment for families using Supplemental Nutrition Assistance Program (SNAP), which was previously known as food stamps. This allows community members who are using SNAP benefits to use their EBT cards at the Morris Area Farmers Market. The process of integrating EBT into a rural farmers market was logistically challenging, and is not common practice at most rural markets. This is innovative and sustainability-related because it helps local families with low-incomes to purchase quality and nutritious food.",Families using SNAP have been able to use their EBT cards at the Morris Area Farmers Market.,**,True,True,True,True,http://stars.aashe.org/media/secure/300/6/584/3278/Innovation%20Credit%203.PDF,**,--,--,--,True,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"University of Minnesota, Twin Cities",2016-03-03,2016-03-03 17:48:40,stennes@umn.edu,2.0,Pursuing,Uncomfortable Dinner Party,"The Uncomfortable Dinner Party addresses issues of sustainability in food on this University of Minnesota campus, our community, and the world. Dinner guests learn how University Dining Services creates a comfortable atmosphere for discussions about food sustainability that often include competing interests over an enjoyable dinner crafted by our Head District Chef, Scott Pampuch. ",Interest in and attendance of the Uncomfortable Dinner Parties continues to increase. The events are entering into their third year and conversations continue to advance at the dinner table and throughout our campus. ,**,True,True,True,True,http://stars.aashe.org/media/secure/124/6/584/3278/SKM_C554e15100215470.pdf,**,--,--,True,True,--,--,True,--,True,--,--,--,--,--,--,True,--,--,--,--
University of Missouri,2015-05-01,2015-05-01 15:34:12,raghavans@missouri.edu,2.0,Pursuing,Mississippi River Basin Healthy Watersheds Initiative (MRBI),"The University of Missouri Center for Agroforestry (UMCA) is involved in the Mississippi River Basin Healthy Watersheds Initiative, funded by the USDA Natural Resources Conservation Service (NRCS).  UMCA is working with NRCS and other partners such as the Missouri Department of Natural Resources to implement voluntary conservation practices on agricultural farms that improve water quality, restore wetlands, enhance wildlife habitat and sustain agricultural profitability in the Mississippi River Basin.  Water quality concerns leading to the hypoxia issue in the Gulf of Mexico have led NRCS to identify the Mississippi River Basin as a top priority to address this issue.  UMCA team is engaged in quantifying the benefits of conservation practices by using edge-of-field monitoring on 10 sub-watersheds on farms throughout northern Missouri.  Results indicate substantial reduction in nutrient (N and P) loading into streams and rivers from sub-watersheds where conservation practices are installed. The total impacted area would be approximately 2000 acres.",,**,True,True,True,True,http://stars.aashe.org/media/secure/125/6/584/3278/2014-12-22%20MU%20Gold%20Letter.pdf,**,--,True,--,True,--,--,--,--,--,--,--,--,True,--,--,--,--,--,http://illumination.missouri.edu/s14/watershed_revival,"Related research:
http://cafnrnews.com/2013/03/the-in-between-crops/"
"University of Missouri, Kansas City",2016-02-17,2016-02-17 12:08:25,johnstonrk@umkc.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Mount Union,2016-01-13,2016-01-13 13:05:35,mcclauca@mountunion.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Nebraska - Lincoln,2016-02-25,2016-02-25 15:45:06,pshrestha3@unl.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Nebraska at Omaha,2016-02-19,2016-02-19 11:12:42,slburke@unomaha.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of New Hampshire,2016-03-25,2016-03-25 21:54:55,colleen.flaherty@unh.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of North Carolina at Chapel Hill,2016-03-14,2016-03-14 14:58:06,cpshea@fac.unc.edu,2.0,Pursuing,UNC Energy Dashboards,"The UNC Energy Dashboard website, launched in 2011, displays near real-time steam, chilled water, and electricity use data for more than 200 campus buildings. The dashboard interface was custom designed for UNC. Data can be exported and analyzed in multiple formats. Building energy consumption for all three utilities, plus renewable energy sources, can be viewed in hourly, monthly, and annual increments. The data also enables comparisons of energy use among buildings.","The dashboard displays information for more than 200 campus buildings. After UNC completed building-level energy metering across campus, a custom dashboard was developed to share information with the campus community. The dashboard was designed to provide feedback to building occupants and maintenance personnel so they could assess the result of behavior changes and operating practices. Since 2011, UNC's energy consumption per square foot has decreased by 9%..",**,True,True,True,True,http://stars.aashe.org/media/secure/32/6/584/3278/Dashboard%20Letter%20with%20signature_1.pdf,**,True,--,True,--,True,True,--,True,--,--,--,--,--,--,--,--,--,--,https://itsapps.unc.edu/energy/,--
"University of North Carolina, Greensboro",2016-01-26,2016-01-26 15:33:27,cgcarwei@uncg.edu,2.0,Pursuing,Nation's first Sustainable Tourism and Hospitality Program,"UNCG’s Bryan School of Business and Economics launched the first Sustainable Tourism and Hospitality Management program in the nation in Fall 2013. While many of the top universities in the country offer individual courses in ecotourism or certificates or graduate degrees in sustainable tourism, no undergraduate degree in tourism and hospitality offers such a comprehensive integration of sustainability values and a triple-bottom line approach holistically across the entire curriculum. 

Work on the revised curriculum began in 2010 and has been guided by champions of sustainable hospitality and responsible tourism, such as Hervé Mr. Houdré, General Manager, InterContinental Barclay Hotel in New York, New York and Dr. Pauline Sheldon, Professor Emerita at the School of Travel Industry Management, University of Hawaii, The new curriculum features a fundamental shift in the program’s mission, a dozen new courses, and a holistic integration of sustainability principles.
An indicative list of courses are listed below:
•	Introduction to Sustainable Development
•	Corporate Social Responsibility
•	Sustainable Hotel Operations
•	Tourism Impacts and Alternatives
•	Sustainable Food and Beverage
•	Greening Hotel Facilities
•	Sustainable Travel and Transportation, and 
•	Sustainable Destination Planning and Management

The potential impact of graduates of this program is significant for theis important industry. According to the United Nations World Tourism Organization, 1.09 billion people traveled in 2013 and 1.8 billion travelers are forecast for 2030. With US$1.4 trillion in global exports, the international tourism and hospitality sector is one of the largest contributors to the world economy. The tourism and hospitality sectors employ more than 200 million people worldwide—one in every 11 workers—and account for over 10 percent of all consumer spending.

UNCG is the first American university to merge the business and sustainability principles facing the hospitality and tourism industry into a program of study. It is hoped to serve as a prototype for other similar degree programs.
","Currently, there are 76 students majoring in the program.  Further, over 200 students have enrolled in the core sustainability course (Introduction to Sustainable Development). ",**,True,True,True,True,http://stars.aashe.org/media/secure/235/6/584/3278/Innovation%20Credit%20STH%20letter.docx,**,True,True,--,True,--,--,--,--,--,--,--,--,--,--,--,--,--,--,http://www.uncg.edu/bae/sth/,See also this article on the program's launch: http://newsandfeatures.uncg.edu/sustainability-hospitality-tourism-program/#sthash.ZTjMEwLu.dpbs
"University of North Carolina, Wilmington",2016-02-29,2016-02-29 14:29:40,pohlmank@uncw.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Oregon,2016-03-23,2016-03-23 11:03:01,smital@uoregon.edu,2.0,Pursuing,The Educational Partnerships for Innovation In Communities Network ,"In 2012, Sustainable City Initiative faculty decided to share their program success (see program description below) by hosting a three-day Sustainable Cities Initiative Conference.  It has been offered annually since.  Each year approximately 60 individuals academics, professionals and officials representing about 20 institutions come from all across the US and abroad.  The main goal of the conference is to help colleges and universities across the nation establish similar programs. 
The 5th annual event is currently taking place in San Diego, CA, with a reported 60 participants.  Now called The Educational Partnerships for Innovation In Communities Network (EPIC-N), a collaborative group plans the annual conference.  Many previous participants who have launched programs modeled after SCI come back to the conference to share their own adaptations of the basic framework. 
The program has received multiple awards for this innovation, including the 2015 Ashoka U-Cordes Innovation Award, which recognizes top educational approaches in social entrepreneurship within higher education. 
","Approximately 25 institutions have launched programs modeled after the University of Oregon's Sustainable Cities Year Program as a result of this annual  conference.  Approximately 60-70 participants attend the conference annually,",**,True,True,True,True,http://stars.aashe.org/media/secure/75/6/584/3278/innovation%20support%20letter_1.pdf,**,True,True,--,True,--,--,--,--,--,--,--,--,--,--,--,--,--,--,http://sci.uoregon.edu/content/epic-n-programs,--
University of Pittsburgh,2016-03-24,2016-03-24 12:59:58,lwzfm1@pitt.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Richmond,2016-02-17,2016-02-17 15:17:45,randreje@richmond.edu,2.0,Pursuing,Envision the James - UR Partnership,"Envision the James is a collaborative conservation initiative that works with conservation, recreation, and heritage partners in the James River watershed to plan and implement projects that sustain and enhance the region. The James River Association, Chesapeake Conservancy and National Geographic Maps launched Envision the James to inspire conservation efforts on the James River through education, exploration and community engagement. 

The Chesapeake Conservancy and University of Richmond have partnered together to further the efforts of the ETJ initiative within the academic arena. The University of Richmond currently hosts the Chesapeake Conservancy’s Outreach Coordinator, Regan Gifford, and provides staff resources to support to her efforts. The essence of mission is to ""connect students to the James River,"" which is accomplished in a variety of ways. Regan publicizes volunteer events with ETJ partners, helps manage student interns interested in the program, meets with faculty to connect them to community partners, develops workshops on ETJ and community-based learning alongside the Center for Civic Engagement, and is a consistent resource to students looking to do service learning projects in the James River watershed.

This partnership is unique in that it represents multiple community stakeholders and provides student and faculty opportunities for research and hands-on curriculum development. It is supported in various ways by multiple campus entities, including the Office for Sustainability, Department of Geography and the Environment, Bonner Center for Civic Engagement, and Outdoor Recreation. 


","UR students have been involved in several ETJ projects, to date. For example, students assisted with the creation of informative ""geostories,"" completed land use analyses to support the initiative's riparian buffer work, and mapped river trails with Terrain 360.  A Bonner Scholar intern, managed by the Center for Civic Engagement, has worked with Envision the James on development of a website and other outreach materials. A recent faculty development roundtable yielded a partnership between an Environmental Studies course and the James River Park Association related to research on subsistence fishing. ",**,True,True,True,True,http://stars.aashe.org/media/secure/396/6/584/3278/ETJ_AASHE%20letter.pdf,**,True,True,True,True,--,--,--,--,--,--,--,--,True,--,--,--,--,Campus-community connections.,http://www.envisionthejames.org/detail/university-engagement/evj7d65bfc24a1f698b6,--
University of South Carolina,2016-02-29,2016-02-29 17:11:49,KOPPAN@mailbox.sc.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of South Florida,2016-02-26,2016-02-26 13:29:45,sustainability@usf.edu,2.0,Pursuing,University of South Florida (USF) and Busch Gardens partnership to reuse campus Oal and Palm trmimings,"

In March 2013, the University of South Florida (USF) and Busch Gardens entered into a creative agreement to re-use campus Oak and Palm trimmings (known as browse) and occasionally full trees that require removal from the campus grounds. These materials are taken by Busch Gardens to provide fresh food for many of the animals and the large tree limbs are used to enhance the animal habitats. Thus far 13,350 cubic feet, or 494 cubic yards, of material have been diverted from landfills as a result of this partnership.

Many of the animals at Busch Gardens are leaf eaters. Ensuring they have a safe and adequate supply of fresh leaves is an important part of maintaining the excellent health of the animals. There are not many commercial sources for this type of food. On the one and a half square mile campus, USF frequently needs to trim trees that the animals love to eat. The result is a mutually beneficial partnership. The disposal fees and landfill use for USF are reduced and Busch Gardens receives a free source of fresh browse material for the animals.

The primary recipients of the USF browse currently are the kangaroos, hippos, gorillas, and elephants. Sometimes branches are given to the big cats, who pounce and play with them. In addition, mature trees must occasionally be removed from the USF Tampa campus; these are then re-purposed to provide natural climbing structures and habitat enrichment for the Busch Gardens animals.
",,**,True,True,True,True,http://stars.aashe.org/media/secure/86/6/584/3278/IN-3%20Busch%20-%20Shawn.pdf,**,--,--,--,True,--,--,--,--,True,--,--,True,--,--,--,--,--,--,--,--
University of South Florida St. Petersburg,2016-03-25,2016-03-25 23:00:29,davidv@mail.usf.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Tennessee at Knoxville,2016-02-23,2016-02-23 11:20:31,prestonj@utk.edu,2.0,Pursuing,P.O.W.E.R Challenge,"P.O.W.E.R. Challenge is an annual challenge where residence halls are pit against each other to reduce the most waste by recycling, decrease the amount of water and electricity used, and best promote sustainability on campus. The Office of Sustainability produced a point system where the halls are awarded per campaign flyer, pledge, and/or measurable changes in sustainability habits. 
","Since the start of the program the university has avoided $58,121.",**,True,True,True,True,http://stars.aashe.org/media/secure/329/6/584/3278/Innovation%20Credit%20-%20POWER%20Challenge.docx,**,--,--,True,--,--,--,--,True,--,--,--,True,True,--,--,--,--,--,http://environment.utk.edu/power-challenge/,--
University of Texas Rio Grande Valley,2016-01-25,2016-01-25 15:02:59,Marianella.Franklin@utrgv.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Texas at Arlington,2016-02-26,2016-02-26 12:36:35,mtare@uta.edu,2.0,Pursuing,North Texas Corporate Recycling Association Partnership ,"The North Texas Corporate Recycling Association exists to promote recycling and the use of recycled goods to area businesses through leadership, advocacy and education.

Established in the early 1990s, it is volunteer-driven membership organization that partners with large corporations, small businesses, and municipalities. Through our efforts, we have developed an extended network of over 9,000 recycling industry professionals. UTA as partner and Board Member facilitates educational events and training on recycling practices, innovative ideas and local government policies for waste management",,**,True,True,True,True,http://stars.aashe.org/media/secure/134/6/584/3278/NTCRA%20member.docx,**,--,--,--,True,--,--,--,--,--,--,--,True,--,True,--,--,--,--,--,--
University of Texas at Austin,2016-03-21,2016-03-21 16:14:59,jim.walker@austin.utexas.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Texas at Dallas,2016-02-29,2016-02-29 18:13:09,thea.junt@utdallas.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Toledo,2016-03-25,2016-03-25 15:22:09,neil.tabor@utoledo.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Virginia,2015-12-11,2015-12-11 14:05:53,art2k@Virginia.edu,2.0,Pursuing,UNESCO World Heritage Site & Historic and Cultural Significance,"The original Jefferson designed Academical Village of UVa is a shared UNESCO World Heritage site with Monticello and serves at the spiritual and cultural center for the University campus. The Academical Village is also listed on the Virginia Landmarks Register and is a National Historic Landmark. While these are exceptional, even unique qualifications, this innovation credit focuses on the continual work underway to support and improve the Academical Village physically and culturally and while improving public accessibility to the resources it provides.   
","The Academical Village at the University of Virginia is one of the most iconic architectural sites in America, but time, constant use and the elements have left the Grounds in need of a full renovation and repair. The University is renovating the Jeffersonian Grounds to ensure they remain true to the University’s original, central purpose to engage, connect and inspire students and faculty, learners and scholars.

Rotunda Renovation
The Rotunda was partially renovated once, almost 40 years ago. It has been more than 108 years since it was rebuilt by McKim, Mead & White (following the substantial destruction of Jefferson’s building by fire). Time and the elements have left the building in need of extensive repairs, and the project also provides for new uses to make the building more accessible to students and the public once complete. In the summer of 2013 UVa replaced the roof and restored the masonry and windows on the drum of the building. The next phase, which will last two years, began in May 2014 and includes:
•Complete structural and infrastructural renovation
•Increased classroom, study, lecture and ceremonial use
•Replacement of the marble column capitals
•Repair of the terraces and marble stairs
•Historic landscapes around the Rotunda
•New visitor interpretive center
•Renovation of the Dome Room

Renovating the Pavilions  
The Pavilions house University faculty who live side by side with our Lawn students, preserving Jefferson’s original intention to create an “Academical Village.” 

Conserving our Historic Gardens and Landscapes  
The historic Pavilion gardens, Lawn, alleys and associated landscapes of the Jeffersonian Grounds serve as parks and contemplative space for all U.Va. students, faculty and staff as well as visitors to the Grounds.

Restoring the Lawn and Range  
One distinction of the University of Virginia remains the Jeffersonian community of students on the Lawn and Range. Daily life is hard on 200-year-old buildings, and the lawn has been restored while the Range restorations are ongoing.  

Restoring the Hotels  
The Hotels of the Range once housed dining halls. The hotel keepers provided board and daily services to the students. Today they house offices, a student organization, and both faculty- and student-oriented dining facilities. 

Repairing the Colonnades  
Years of accumulated paint have trapped moisture and threaten the integrity of the supporting columns, which still house original Jeffersonian brick. The West Colonnade from Pavilion IX to V is next to be restored.

Other important priorities for the Jeffersonian Grounds include conducting archaeological studies, conserving architectural artifacts and increasing students’ daily use of the Rotunda.

",**,True,True,True,True,http://stars.aashe.org/media/secure/281/6/584/3278/UNESCOLetterofSupport.pdf,**,--,--,True,True,--,True,--,--,True,--,--,--,--,True,--,--,--,"Historic Preservation, Cultural Landscape ",http://giving.virginia.edu/jgi/,"http://www.nps.gov/oia/topics/worldheritage/Nominations%20pdf/MONT%20UVA.pdf
uvamag.com/unearthed
"
University of Winnipeg,2016-01-13,2016-01-13 14:36:54,a.lajoie-omalley@uwinnipeg.ca,2.0,Pursuing,Sustainability Competency,"In 2014, the University of Winnipeg has adopted sustainability as a core leadership competency as part of the development of a competency framework for the institution.   This has allowed UWinnipeg to make clear expectations regarding organizational sustainability within our organization and established clear expectations about behaviours and qualities that employees are expected to demonstrate in support of the University's sustainability mission.  The competency provides a clear framework for the delivery of sustainability-related training for all staff at the University while establishing clear performance expectations related to sustainability throughout the organization.",,**,True,True,True,True,http://stars.aashe.org/media/secure/771/6/584/3278/UW%20-%20Letter%20for%20STARS.pdf,**,--,--,True,--,--,--,--,--,--,--,--,--,--,True,--,True,--,--,--,--
